text,label,emotion
i feel troubled because of the ongoing relocation of our front door,,sadness
i asked him what was making him feel so fabulous and he said i m healthy my family is healthy and we live in a free country,1.0,joy
i woke up feeling incredibly content amp optimistic today however i woke up with a terrible cold and a complete lack of energy,1.0,joy
im feeling a combination of terrified and relieved,5.0,fear
i really feel i was wronged as a patient,3.0,anger
i feel that gulam ali is even more talented than many other classical singers,,joy
i be the go to guy for someone who wants a genuine guy who would treat them right and spend quality time with them and make them feel special,1.0,joy
i think we all feel very passionate about our favorite workout gear and i love seeing what other people love need have to have can t live without so i am hoping you will share your favorites in the comments,2.0,love
I FeEl StRANge WiTH IT bECauSE IT staRTeD tO BE sALe,5.0,surprise
i always notice even though she is fabulous at hiding it according to the rest of the world and feel it keenly and am greatly distressed,4.0,fear
i feel so shaken and guilty for not being a better mother and shielding my offspring from this health problem,4.0,fear
i feel like a greedy little traitor i m looking looking among these covers hey little snotface take me,3.0,anger
i feel like i was a rude ass hole at hookah,3.0,anger
I FEEL For My beLOVed tHat is RecIprOcated,4.0,love
i feel heartbroken for bryan,0.0,sadness
i feel like i had fake everything,0.0,sadness
i would feel differently if i believed that the leaders were perfectly truthful,1.0,joy
i cant help but feel a longing to be outside more to feel the rain on my skin and sticky tree droppings on my feet,,love
I WAS MADE TO FeEl LIKE It wAS MY fAULt tHaT I COUlDn T CONTrOL MY huSBaND aND HIs viOLENT BEhAvIOR iF tHEy evEN beLIEVED IT EXiSted,4.0,anger
i feel like its important to reveal lessons youve learned in tough times along with ones youve learned in awesome times when you are endeavoring to build an audience through honesty and authenticity,1.0,joy
i feel disgusted when need to act cute like the actions of gwiyomi,,anger
i said i feel incredibly thankful on the whole,1.0,joy
i feel inspired and eager to press on when the sun shines,1.0,joy
im just hoping i can walk by then because my thighs are not feeling at all friendly today,1.0,joy
i was feeling nervous sure just like anyone else would be in my position,,fear
i was older i might not feel as frightened about spending the time i have left alone,4.0,fear
i must say that i feel that i accepted something of a poisoned chalice,2.0,love
im an introvert by which i mean i get re energized being alone and preferably in a quiet place so times in the crew galley when there are a lot of people in a relatively small place all talking at once can leave me feeling drained and in need of a dark room with nothing but whale noises,0.0,sadness
im feeliNG GeNEROuS ilL GiVe YOU a sToRY As WEll,3.0,love
i find this scent pretty generic i actually feel like bath amp bodyworks didnt invest much time in this collection like they created sweet on paris then decided to throw together two other predictable scents,,joy
i like the person i have become because i feel so much more carefree and liberated but at the same time i dont recognize myself,1.0,joy
i feel numb right now i thought i was feeling angry but now i dont know i dont feel anything should i be sad should i be happy or angry i dont know how to feel anymore,0.0,sadness
i just feel so discontent about my life these days,0.0,sadness
im starting to not buy the whole everything happens for a reason bit or god has a plan b c i feel that god is love and theres no way that he would torture me and other women like weve been tortured dealing w fertility issues,5.0,anger
i feel truly impatient that this is taking so long,3.0,anger
i want to say how i want to feel just come out so bitter and angry,3.0,anger
i know what it feels like to face irate customers,3.0,anger
i have always had people in my life who have gone out of their way to put me down trip me up or make me feel as if i were completely moronic or not worthy enough,0.0,sadness
im feeling fine,1.0,joy
i prep myself for another sleepless night i can t help but feel ashamed of myself for feeling this way,0.0,sadness
im feeling quite pleased this week,1.0,joy
i still feel shaky is because in the worst hit areas the damage and destruction is so complete,4.0,fear
i wouldn t throw it in the ocean but i don t feel i would have missed something in my career if i don t win an oscar,0.0,sadness
i feel privileged to have narrated erik princes autobiography civilian warriors the insi~de story of blackwater and the unsung heroes of the war on terror which will be released this monday nov th,5.0,joy
im not used to feeling the dependency or the neediness for being needy is not me or at least wasnt prior to recently,0.0,sadness
i am feeling hopeful and looking forward once again,,joy
i feel it is because mccarthy isn t at that place yet in her career where she can really consistently humanize a character while balancing out the fact they are supposed to be funny,5.0,surprise
i feel uncertain and uneasy,,fear
i feel so comfortable around him,1.0,joy
i feel privileged having the opportunity to be a part of it all,1.0,joy
i feel nervous about going back to america not knowing what to expect the transition to be like,4.0,fear
i started to feel kind of skeptical about this myself,4.0,fear
i love this little boy and sometimes i feel how inadequate i am as a parent to him,0.0,sadness
i keep these things predominantly for fix functions and will not arranged right now to create a style applying twelve months previous ingredients until i m feeling much more perverse than usual,0.0,sadness
i havent worked out today but i feel like im just not going to feel it ive been so stressed at work and just in life that this week is just bad,3.0,anger
i feel sad and discouraged,0.0,sadness
i thought having a well respected and recognized mother of autistic boys would be the perfect guest blogger with a message i feel passionate about,2.0,love
ive been coursing through cycles of happiness to a feeling of being mellow to a feeling of being really depressed to being mellow again and then back to the beginning,1.0,joy
im feeling amazed with my california ness at the moment currently sitting by the pool drinking a wine spritzer out of nagalene connecting via google wifi and using stellarium to figure out the stars,,surprise
i probably couldn t go back to washington permanently once the baby is here at least not for a while although i have been torn for a while about whether i want to yes bleu i know how you feel about this but i m still not completely convinced,1.0,joy
i also feel a strange sense of guilt about all the people who arent similarly situated to move to a different neighborhood,,surprise
i have a feeling hell be a casual favorite if blue or red are heavy colors at your casual tables otherwise i could see it in tournament decks while red is popular and possibly when if blue steps in its place one zendikar block rotates out,1.0,joy
im feeling agitated and pour more brandy on my coffee,4.0,fear
i feel that way considering most people are pretending to be the way they are and very very few are being sincere,1.0,joy
i feel it gives even more period feel and detail than sharpe and is certainly good enough to read cover to cover,,joy
i feel like i have reached a plateau where im not buying as much as i use to and feeling more satisfied with my wardrobe and personal style,1.0,joy
i leaRnEd the HArd WAY AND aftER BeinG heRE FOr AboUt ThRee hOurS yOu LL fEEl lIkE You Ve Been HerE For moNthS FrOm alL The FRIENdlY pEoPlE yOu Ll STOP aND tAlk To,5.0,joy
i feel like i shouldn t be that amazed with a degree in biology i was blown away,,surprise
is that you feel it more than hear it and the vibrations are so gentle that it doesnt bother me,2.0,love
i feel very unhappy and incomplete,0.0,sadness
i am pretty certain we will use this name as a middle name if its a girl as it has such a special feeling to it and the connection with his her poppy is so lovely to me,2.0,love
i feel that something wonderful is going to happen,1.0,joy
i feel rejected and unwanted,0.0,sadness
im getting is that since i feel that i accepted the mark of the beast when they shot me up and i thought they where going to kill me and i screamed so loud that i didnt want to die,1.0,joy
i try not to let their ignorance get to me if i have the energy and it feels important sometimes ill engage them in a little light debate and try and to broaden their view of the world,,joy
im feeling lousy i may dismiss a gorgeous day if im feeling bright and cheerful then the most dreary of days becomes tolerable,0.0,sadness
i am going to assume a moral obligation to find a way to make sure i feel pretty damn rich every day,,joy
i thought i would very sweetly cover over what i was really feeling and say something pleasant about all the bad things he had done whatever they were,3.0,joy
i have an ironic feel i dont feel anything special but i still smile broadly whenever he tells me something,1.0,joy
i really like 'him he has good morals and is very nice to me and respectful but its like i feel like i still belong to brad and i couldnt picture myself with eric because hes too innocent,3.0,joy
i sense this is wat has let you feeling unsure,,fear
i am feeling very apprehensive about the future At the mOment,3.0,fear
i am not a very extremely good friend of someone of course i feel reluctant to some extent if i have to do favours for that someone,4.0,fear
i was sleeping in my room but woke in the middle of the night to think i could hear noises and see shadows moving i felt that someone was in the house,4.0,fear
i sometimes feel resentful that this has come into our lives at this time,3.0,anger
i began feeling amorous towards everyone on stage towards the people around me as i experienced the moment with them,2.0,love
i sometimes feel disheartened when i realise just how far from my own culture i am,0.0,sadness
im so overwhelmed with feeling blessed by you i have to pray the fears of this being the last time i say happy birthday to you,,joy
i feel very popular and also a little pressure to keep it up which is exactly what i need,1.0,joy
i feel hopeless and out of control,3.0,sadness
i feel horrible that i had to cancel on one of my best guy friends but the trip was stressing me out because my babysitting hours got cut and i couldn t afford it,,sadness
i climbed a mountain and made my way to a village where the people stared at me the children looked frightened and ran away and everyone i came across asked me why i was there in such a way as to make me feel unwelcome,,sadness
i dont feel inhibited and i can work out my problems,,sadness
i took a chance and kept crying in hopes she might feel benevolent,1.0,joy
I have done So In HopES of being Inspiring while at the sAme Time looKInG for sOLace frOm PEopLE rATher tHan god anD foR pROoF thaT maYbe i caN do SOMething goOD While i fEel so hOrrIbLe,3.0,sadness
im feeling melancholy with all the back to school stuff today,,sadness
i begin to have these doubts my stomach clenches my heart races and i feel fearful,,fear
i liked that ros is not intimidated by anna s wealth and that anna doesn t feel guilt or superior about her wealth and that she enjoys it,,joy
i fEEl LiKE I havE beEn REaLLY CRaNKY aT SChOol tHEse DAys,0.0,anger
i watch her gather her little blocks and tuck them under her belly like a little red hen coo and cuddle her soft baby doll and look with interest at other babies i can t help but feel thrilled that she s our firstborn,1.0,joy
i feel like him try to stay as faithful as possible to what he perceives as the real events that happened in that mountain,1.0,joy
i walia feels suspicious about tarun and bani,4.0,fear
I DO nOT Feel like i Am hOSTIlE towArd otherS just ThAt i fAil To bE nIce TO ThEm,0.0,anger
i feel glad to have my little blog to share with you the dangers i see on the path ahead,,joy
i wake up feeling cranky and out of sorts,3.0,anger
I Say THat I feel LikE iM beinG tOrturEd By Him,5.0,anger
i cant help looking back on the child i was and feeling rather jealous but i am also delighted to be living in a time when a nine year old child in some parts of the world can read a thousand books a year if she he wishes and is able to,3.0,anger
im feeling a bit cranky today,3.0,anger
i even dare to say that some of the biggest stiller and or vaughn haters still could get some enjoyment out of this movie and not feel annoyed by their performances and characters,3.0,anger
i make punjabi lobia masala mostly during winters as i feel the protein punch and spice rich recipe is a winter warmer one,1.0,joy
i had then these were truly terrifying and still feel shaken and uneasy because of them,4.0,fear
i begin to feel burdened by things amp long to be empty again,0.0,sadness
i write on this space i feel quite nostalgic and my mind races back to the good old days when i used this as a daily haven to park my learnings and memories,2.0,love
i feel so numb f,0.0,sadness
i sit here tonight i m pensive tense and feeling a little fearful,4.0,fear
i want someone i know to know all my thoughts and feelings or do i want to keep all my loyal and faithful readers,2.0,love
i feel more joy and anticipation of all that is my divine right,1.0,joy
i was feeling so overwhelmed that~ i asked my bqff to keep of them at her house until theyre ready to be loaded so i dont feel so behind,5.0,surprise
i feel thrilled to be able to investigate my own personal mythology around this subject,1.0,joy
i feel creative right now and it makes me happy,1.0,joy
i could \wear on a casual shopping trip to feel fabulous without even trying,0.0,joy
i want others to be happy but does that mean i step back yet again it feels like and allow them to be happy because they deserve it or do they even deserve it or do i,1.0,joy
i am limiting myself to what i can reasonably do without causing greater injury but i have to do some sort of physical exercise or i start to feel horrible about myself,0.0,sadness
i wOuLD always feel aMAZeD at How impActeD thesE and Year olDs wEre By This subjEct,2.0,surprise
i feel so lucky to live in portland land of delicious food,1.0,joy
i was feeling pretty cranky this morning and stopping in here really made me feel a lot better,3.0,anger
i didnt feel the cold up there because we had a fire every night,,anger
im also feeling cranky about it because the main characters scientist brother observing the moon mentions that there is zero gravity there,3.0,anger
i folk if im feeling sociable,1.0,joy
i feel these divine forces so strongly sometimes i wonder if agnostics atheists and judeo christian fundamentalists have any feeling or excitement in their hearts,1.0,joy
i started to feel discouraged at the thought of being there more than one day,,sadness
i feel like maybe he is going to stop loving me or maybe its true and im a terrible wife,2.0,love
im already feeling sentimental about his time as a newborn as he was so wee and has sadly outgrow~n some fave thrifted outfits,4.0,sadness
i feel like ive been in a more innocent version of a one night stand,,joy
i finish typing this post i realise i m ok no longer do i feel annoyed angry or even sad,3.0,anger
i refuse to rate the book but if she and her publisher feel snobbish then take it from me when i say jeanette winterson cannot write and essentially does not do wish to do anything with the scope to explore,3.0,anger
i feel petty even though the thoughts arent real fleshed out thoughts just these fluttering i should feel like this kind of thoughts,3.0,anger
i felt sad and apprehensive and angry that i d had vertigo and that it had left me feeling uncertain,4.0,fear
i feel like ive got a handle on trusting my instincts,1.0,joy
i feel so complacent and start thinking that i am so smart,2.0,joy
i have admitted defeat and asked the other half to come back from the lake coz i just feel so uptight already,4.0,fear
i feel if journalists then blamed me,,sadness
i missed about a month combined of classes and was pretty much bed ridden for months of the semester i feel really amazed that i was able to pass,5.0,surprise
i put my leg around yours and wrap my arms under yours for me to feel safe again,1.0,joy
i feel more loyal to lucy,2.0,love
i feel like im not pretty enough like my personality is too boring and obnoxious,0.0,sadness
i am so relieved and excited and i feel confident again,2.0,joy
im proud of but having crafted something that other people care about even just enough to click through to makes me feel so wonderful,1.0,joy
i have switched songs as that one was beginning to make me feel a little melancholy and who the fuck needs that,0.0,sadness
i feel embarrassed to talk to him at times because i feel very small in those moments like he is doing me a favor and i do not deserve to be given attention,2.0,sadness
i sound so entitled but you cant help but to feel disappointed even though you already knew you were going to be,0.0,sadness
i remember feeling how my husband felt when i would see people being rude to my mom and mom just being her sweet self to them,,anger
i feel m]ore clever,1.0,joy
i was feeling remorseful about my breakfast and so i took a diet pill,1.0,sadness
I fEEl aS tHOUGH ThE concEpT of lIfestYlE CHanGE raTheR THAn WEIGHt lOSs HAs beeN BeATEN to deatH buT It REallY is sOMEthing ThAt i BEliEVE IN AnD Am cuRREntlY exPeRiEnCING,3.0,sadness
i do not know what my next steps are but i no longer feel lost,0.0,sadness
i have been feeling awful,0.0,sadness
I believe juST imaGINing what it wouLD be like to acT live in front of an auDiENce wIll MakE Me feel joyfUl,1.0,joy
i thought maybe it was just my hands feeling funny but i touched my hair with my totally clean forearm and it became sticky,5.0,surprise
i hATe ThE MomENT wHEn I COmPlETely FEEl pErfecT wItH peopLe aRoUNd Me Whom i LOve thE mOst suDdENly DiSAPPEAr,1.0,joy
i remember feeling a little jealous and realized that our time together wasnt solely about me but that he has a larger network of social interactions all ready in progress before i got there,3.0,anger
iM KNOWN To Feel AffeCtIOnatE ToWArD tHoSE wHO aDoRE leONArd Cohen Is WhAT MakES Me LIke hIm QUiTE a lOT,0.0,love
i feel really tranquil where i am rig]ht now,2.0,joy
i feel impatient yet i am not fully sure what i am searching for,3.0,anger
i was on my own tearful and feeling unloved even though i know that i am,0.0,sadness
i feel like after everything ive been nothing but sincere what bothers me the most is that you wanted to hurt me you even told me,1.0,joy
i feel like i had so much to write then got distracted by my home on a wednesday evening challenge and have therefore lost my train of thought,,anger
i was starting to feel a little stressed,,sadness
i have to admit i am feeling a bit intimidated by the challenge of,0.0,fear
i think i was feeling vulnerable due to the stress of having to buy a new sewing machine and printer,,fear
i feel ashamed to have not read it yet,0.0,sadness
i hear about a teenaged girl devastated by the pimple on her face the morning of prom i feel devastated for her,,sadness
i woke up on a beautiful sunday morning feeling restless and miserable,4.0,fear
i feel unwelcome at work sometimes and think people might be talking about me rel bookmark i feel unwelcome at work sometimes and think people might be talking about me april a class url fn n href http www,0.0,sadness
i dont need to wear a mask because at this moment i can show all my feelings to my beloved without missgivings,2.0,love
i couldn t turn my head away even when i feel frightened,4.0,fear
i feel like i should go to the supermarket and buy something totally delicious for dinner with the money my mother put in my account today,5.0,joy
i feel fine e terminando com eight days a week um ano depois,1.0,joy
i feel the most uncertain about the project,0.0,fear
i feel vital full of energy every day and super positive,1.0,joy
i feel i am completely dissatisfied with the whole world and all human characters are inconsistent,4.0,anger
i mean how would you feel if euan got hauled in for murder but you knew he was innocent,2.0,joy
i have experimented lots of the experiences she mentions and sadly this made me realize that most women feel that their career paths are somehow going to be determined by their partners if they support them or not their children ther co workers etc,1.0,joy
i knew from high school and he s pretty fuckin chill says that the girl feels insulted and threatened by the blog that i wrote and would like me to apologize and if i offended her i m sorry,4.0,anger
i don t feel that talented at impacting how things end up at the moment,1.0,joy
i find myself feeling happy more and more and it feels so very good,1.0,joy
i feel a bit nostalgic as i wonder where my passion for writing a blog times a week has gone,2.0,love
im feELINg pArTicULarLy dANgErouS A ChoCOLATe CookiE,1.0,anger
im feeling ok and always has a hand on me or sits very close,1.0,joy
IM fEeliNg QUItE Mellow NoW IN spIte OF hAvInG RAGIng PmS THe pAsT feW DaYs WHICH MeanS Im lIkelY TO ERuPt wiTh lIttLe oR NO WArNiNg,5.0,joy
i feel like an innocent victim i feel that i just can t win,,joy
i actually thought i would feel bothered being their since ehb and the other woman ow spent quite a bit of time together there but i didnt feel much of anything,3.0,anger
i feel they are sincere in wanting to resolve these grievances,1.0,joy
i also have to attire my regular moisturizer and an oil based primer below it yet with all those points along my skin color feels and looks tender and great all time of day something thats normally not attainable to me,,love
i feel apprehensive about the ride ahead,4.0,fear
i feel bothered,3.0,anger
i feel a hint of my beloved art nouveau era in this bracelet,2.0,love
i mostly take the stairs there are of them but occasionally when i am feeling particularly lethargic because of a number of consecutive late nights i bow down to ease and convenience,0.0,sadness
i do not feel insecure or unsafe,4.0,fear
i feel sort of pathetic saying that my iphone internet and tv are my must haves but lets be honest they are,0.0,sadness
i guess while i can understand their concern i can t help but feel a little rejected,0.0,sadness
i laced my shoes and pounded out those feelings on the hot black pavement before me,2.0,love
I maLE arE STUPiD fIRST For WOmaN CRY babIES ANd shOUlD GeT oVer IT aND YoU FeEL rEAlLy CoOl FOR puttinG ThE sTUpId MEN IN their plAcE,4.0,joy
i think that our favorite activities as a child are often very telling and if someone is feeling a little unsure about their life s direction going back to those childhood favorite past times holds many rich clues,4.0,fear
i took to be his son joined elihu and me at christmastime inside a fine home with lovely mill work darkly lit and with a large stately christmas tree in the living room the feeling was gentle it was one of long lost friends meeting for the first time as adults as people,2.0,love
i have been praying everyday about it and i just feel more and more convinced that this is what god has called me to so we will see,1.0,joy
i love everything that were learning about and feel really passionate about design,1.0,joy
i feel my brain damaged are getting worst for dis moment,0.0,sadness
im not feeling terribly adventurous plus i have family visiting so i cant completely neglect them meaning its going to be business as usual for me,1.0,joy
the funeral of a friend who was killed in a car accident she was of my own age,2.0,sadness
i feel fearful of being near them,2.0,fear
i was wondering why i was feeling so ecstatic,,joy
i out of all people really dont have many proplems talking about how i feel that being said i am in love so after all i have bitched about the last months was in vain,0.0,sadness
i didn t think the writing really expressed the intensity of emotion one would feel at losing a beloved spouse,,love
i cant imagine the agony those folks feel waiting for news about their own sentimental things,0.0,sadness
i feel that will make you even more caring,2.0,love
i feel all messy,,sadness
i do this i feel lethargic uninspired and the next morning have a go at myself,0.0,sadness
i feel just insulted,3.0,anger
i feel we need a little romantic boost in the relationship,2.0,love
when a very close friend with whom i have a very intimate and bodily relationship he had a girlfriend started to avoid me and didnt want to talk to me any more,3.0,anger
i use an elevated lexicon to feel more intelligent,1.0,joy
i feel wronged by the world,3.0,anger
i feel lethargic and lazy and completely uncomposed if i m not dressed in something like that,0.0,sadness
i feel that the director editor missed a teachable moment when tiphany makes her comments about it being nice to feel like everyone else,0.0,sadness
i will write anything if i feel passionate about it or at the very least if it genuinely interests me,,joy
i have been working hard to shake these feelings because being popular or a genre novel or non literary fiction does not make a book any less legitimate or any less something to read and enjoy and analyze,1.0,joy
i feel agitated and empty and missing something,3.0,anger
i have realized that by ignoring it i am no better and it is heartbreaking to feel so helpless against it,0.0,sadness
i still feel a little dazed and high which is alarming since its been hours or so,,surprise
i would feel joyful,,joy
i feel like i was there to feed them food touch love caring and compassion,2.0,love
i feel so terribly that i have ignored her sweet email up until now,0.0,sadness
i am feeling deeply offended big hurt feelings in fact,,anger
i do not feel overwhelmed nor rushed,,fear
i feel the most romantic of all is when i finally finish m;y blog post,3.0,love
i kinda did steal joshua s customer i feel amused,1.0,joy
i feel thrilled with your presence in your eyes i feel the belief in peace in sincerity,1.0,joy
i dontknow why but i never feel this way with anyone else i really cant be without linus i love him which i never thought i could ever love anyone after went through few fucked up relationship,3.0,anger
i don t feel successful if that makes sense,1.0,joy
im feeling low and forgotten,0.0,sadness
i feel like my life is practically perfect in every way right now and i am every so happy,1.0,joy
i just feel like if i don t suffer to produce something then it s not worthwhile,1.0,joy
i was feeling creative i see you alternate version of me,1.0,joy
i am feeling a bit nostalgic today,2.0,love
i feel like this shows the change that many countries have taken and that many countries are on the way to making this decision that includes supporting and increasing women in all areas of life,1.0,joy
"i feel like i m that dirty trash bin on th""e streets that nobody really sought",2.0,sadness
i make new friends in the process i dont feel too slutty lol,2.0,love
i feel a bit reluctant to turn to other people,2.0,fear
i wake up and i feel absolutely worthless,3.0,sadness
i feel like it looks gorgeous with curls so instead of making the full transition i ended up getting extremely natural red lowlights on the bottom section of my hair,1.0,joy
i feel its gonna start aching again when the rainy season comes again next year,0.0,sadness
i am glad to know the reason for my recent lapse of sanity but i still feel like i want to go on a very violent rampage at the slightest inconvenience to me,,anger
i for one sit and stare at a blank computer screen for a while scratch my head a few times drink a couple pots of coffee and then feel triumphant once i write my first sentence and that first sentence usually consists of a poop joke,,joy
i feel highs so ecstatic that just being normal feels like a thousand mile drop and being unhappy is excruciating,1.0,joy
i read in one horrific sitting made me feel ashamed of the world we live in,0.0,sadness
i could feel his sweet spirit and i was happy to be helping him,1.0,joy
i really love eating fresh figs because they feel so delicate and look so much prettier than the ugly dried figs,2.0,love
id feel better,1.0,joy
i watch hgtv and i feel like im not that talented,1.0,joy
i never feel brave and nor do i want to be as i believe that in order to be brave you have to make a conscious choice as to whether you want to be brave or not,1.0,joy
i feel like offended with such question,3.0,anger
I PROBabLy LOVe A HAnDFul Of FrIEnds TOo buT i AlWAYs feel a BiT sTraNGE WhEN dESCriBiNG tHiS AS LoVe,4.0,fear
i feel hated and not wanted but just be an ignored,0.0,sadness
i express the gene of this dominant voice it feels rather wonderful as if i were really this writer this poet who was so carefree and crazy,,joy
i wonder are you jealous or feeling of discontent or covetousnes,,sadness
i am feeling so low lately just feeling of hopelessness is very disturbing making me tired and sick entire of living this kind of life,0.0,sadness
i will put my hand on his scar covered chest and feel that half of a heart beating oh its in there beating and feel the sweet rhythm and remind him that we are not alone,2.0,love
i guess im just feeling a little rebellious,3.0,anger
i feel very resolved yet somehow very depressed,1.0,joy
i do feel tender,2.0,love
im feeling a little stressed over it already,0.0,sadness
i feel like that s an acceptable favourite to have and yet nowhere can i see a terpene responsible for its flavour,1.0,joy
i am feeling a bit strange never felt that ever but should i really stop writing blogs now,4.0,fear
i a href http feeling groggy,0.0,sadness
ive gained wieght but i really would like to lose pounds to just feel like ive finally gotten to an acceptable happy place,3.0,joy
i feel this book explains things well and is easy to use,1.0,joy
i feel resigned to what i have brought myself to and docile,0.0,sadness
i still feel so alone i just cant give you anything for you to call your own and i can feel you breathing and its keeping me awake can you feel it beating,,sadness
i feel the loving presence of my parents daily even though they have both been physically dead for almost two decades now,2.0,love
i feel pretty jolly,1.0,joy
i read cases of sons ignoring their old and helpless parents i feel very unhappy and sad,0.0,sadness
i feel humiliated by what my body can t do but when my husband makes advances towards me it reminds me that despite all that ra tries to take from my life he still finds me not only sexually attractive but beautiful,,sadness
i feel kind of alone and helpless in,0.0,sadness
i feel totally ignored and excluded,0.0,sadness
im just feeling seriously pissed off at myself for doing something fantabulous but utterly stupid,3.0,anger
i wish i could say hey you know if i died tomorrow i wouldnt feel cheated on life or regretful that i didnt accomplish something,0.0,sadness
i could look it up and act like i know what it is and lie to you about it and feel smug in my know it all ness but frankly i m way too lazy for all that,1.0,joy
i GO home I fEeL SO eMpTy,1.0,sadness
i have something to tell you girls i finally feel brave enough to share the news,,joy
i feel defeated like a lion s prey,4.0,sadness
i like him for who he is or i just like the feeling to be liked,2.0,love
i am excited i hope they will be a it more personal with us and i wont feel like i am being rushed in and out,3.0,anger
i surround myself with bible verses that help me to transcend to a space where i feel safe and secure,,joy
i don t know why it is that i feel awkwardly hesitant to return to melbourne,,fear
i feel a little less gloomy a little more optimistic or a little better prepared to face what life throws my way,0.0,sadness
i wont lie im a little worried and nervous and i feel inadequate for the job but ill just do my best thats all my heavenly father wants of me,,sadness
i slough off the carapace of crud that has enveloped me for the past thirty odd hours i feel invigorated and finally ready to face the day,,joy
ive been a busy girl but it has been a very good type of busy and im feeling really happy about things right now and i am loving my new start in glasgow,1.0,joy
when my mother kept me in leadingstrings,3.0,anger
i set my mind to wanting a specific item needing it for a specific event or at a specific time i find ill end up spending more than i want to because i feel pressured by constraints,,fear
i had written a prayer in my journal that morning after meditating on the greatness of our lord in psalm and had written in closing may we feel your tender care today,2.0,love
i should have been depressed but i was actually feeling inspired,0.0,joy
i feel like not enough people my age actually think that most are pretty devastated that their s have come and gone,,sadness
i get home i laze around in my pajamas feeling grouchy,3.0,anger
i am feeling pretty homesick this weekend,0.0,sadness
i started out feeling really optimistic and driven for this paper coz it was gonna teach me the meaning and ways of being a leader,,joy
